V,v1,v2,Id1,Id2,Id3,Id4,Ir,Td1,Td2,Td3,Td4
-0.68,-0.1046217666,-0.5753782334,-0.9999999997,48.0756466757,48.0756466757,-0.9999999997,47.075646676,301.1507564665,310.0595181732,310.0595181732,301.1507564665
-0.69,-0.105184945,-0.584815055,-0.9999999998,48.9630109984,48.9630109984,-0.9999999998,47.9630109985,301.1696301098,310.3003432385,310.3003432385,301.1696301098
-0.7,-0.1057416224,-0.5942583776,-0.9999999999,49.8516755178,49.8516755178,-0.9999999999,48.8516755179,301.188516755,310.5427940983,310.5427940983,301.188516755
-0.71,-0.1062920178,-0.6037079822,-0.9999999999,50.7415964406,50.7415964406,-0.9999999999,49.7415964407,301.2074159643,310.7868533438,310.7868533438,301.2074159643
-0.72,-0.1068363406,-0.6131636594,-0.9999999999,51.6327318752,51.6327318752,-0.9999999999,50.6327318753,301.2263273187,311.0325042599,311.0325042599,301.2263273187
-0.73,-0.1073747914,-0.6226252086,-1.0,52.5250417267,52.5250417267,-1.0,51.5250417267,301.2452504172,311.2797307938,311.2797307938,301.2452504172
-0.74,-0.107907562,-0.632092438,-1.0,53.4184875983,53.4184875983,-1.0,52.4184875983,301.2641848759,311.5285175258,311.5285175258,301.2641848759
-0.75,-0.1084348365,-0.6415651635,-1.0,54.3130326998,54.3130326998,-1.0,53.3130326998,301.283130327,311.7788496413,311.7788496413,301.283130327
-0.76,-0.1089567912,-0.6510432088,-1.0,55.2086417613,55.2086417613,-1.0,54.2086417613,301.3020864176,312.0307129049,312.0307129049,301.3020864176
-0.77,-0.1094735952,-0.6605264048,-1.0,56.1052809531,56.1052809531,-1.0,55.1052809531,301.3210528095,312.2840936351,312.2840936351,301.3210528095
-0.78,-0.1099854109,-0.6700145891,-1.0,57.0029178101,57.0029178101,-1.0,56.0029178101,301.3400291781,312.5389786813,312.5389786813,301.3400291781
-0.79,-0.1104923942,-0.6795076058,-1.0,57.901521161,57.901521161,-1.0,56.901521161,301.3590152116,312.7953554012,312.7953554012,301.3590152116
-0.8,-0.1109946947,-0.6890053053,-1.0,58.8010610626,58.8010610626,-1.0,57.8010610626,301.3780106106,313.0532116398,313.0532116398,301.3780106106
-0.81,-0.1114924563,-0.6985075437,-1.0,59.7015087372,59.7015087372,-1.0,58.7015087372,301.3970150874,313.3125357095,313.3125357095,301.3970150874
-0.82,-0.1119858174,-0.7080141826,-1.0,60.6028365141,60.6028365141,-1.0,59.6028365141,301.4160283651,313.5733163712,313.5733163712,301.4160283651
-0.83,-0.1124749111,-0.7175250889,-1.0,61.505017775,61.505017775,-1.0,60.505017775,301.4350501777,313.835542816,313.835542816,301.4350501777
-0.84,-0.1129598655,-0.7270401345,-1.0,62.4080269023,62.4080269023,-1.0,61.4080269023,301.454080269,314.0992046486,314.0992046486,301.454080269
-0.85,-0.1134408038,-0.7365591962,-1.0,63.3118392303,63.3118392303,-1.0,62.3118392303,301.4731183923,314.3642918708,314.3642918708,301.4731183923
-0.86,-0.113917845,-0.746082155,-1.0,64.2164309997,64.2164309997,-1.0,63.2164309997,301.49216431,314.6307948664,314.6307948664,301.49216431
-0.87,-0.1143911034,-0.7556088966,-1.0,65.1217793143,65.1217793143,-1.0,64.1217793143,301.5112177931,314.898704386,314.898704386,301.5112177931
-0.88,-0.1148606895,-0.7651393105,-1.0,66.0278621005,66.0278621005,-1.0,65.0278621005,301.530278621,315.1680115338,315.1680115338,301.530278621
-0.89,-0.1153267097,-0.7746732903,-1.0,66.934658069,66.934658069,-1.0,65.934658069,301.5493465807,315.4387077539,315.4387077539,301.5493465807
-0.9,-0.1157892666,-0.7842107334,-1.0,67.8421466783,67.8421466783,-1.0,66.8421466783,301.5684214668,315.710784818,315.710784818,301.5684214668
-0.91,-0.1162484595,-0.7937515405,-1.0,68.7503081009,68.7503081009,-1.0,67.7503081009,301.587503081,315.9842348131,315.9842348131,301.587503081
-0.92,-0.116704384,-0.803295616,-1.0,69.6591231907,69.6591231907,-1.0,68.6591231907,301.6065912319,316.2590501304,316.2590501304,301.6065912319
-0.93,-0.1171571327,-0.8128428673,-1.0,70.5685734526,70.5685734526,-1.0,69.5685734526,301.6256857345,316.5352234541,316.5352234541,301.6256857345
-0.94,-0.1176067949,-0.8223932051,-1.0,71.4786410136,71.4786410136,-1.0,70.4786410136,301.6447864101,316.8127477514,316.8127477514,301.6447864101
-0.95,-0.118053457,-0.831946543,-1.0,72.3893085956,72.3893085956,-1.0,71.3893085956,301.663893086,317.0916162623,317.0916162623,301.663893086
-0.96,-0.1184972026,-0.8415027974,-1.0,73.3005594892,73.3005594892,-1.0,72.3005594892,301.6830055949,317.3718224902,317.3718224902,301.6830055949
-0.97,-0.1189381124,-0.8510618876,-1.0,74.2123775293,74.2123775293,-1.0,73.2123775293,301.7021237753,317.6533601932,317.6533601932,301.7021237753
-0.98,-0.1193762646,-0.8606237354,-1.0,75.124747072,75.124747072,-1.0,74.124747072,301.7212474707,317.936223375,317.936223375,301.7212474707
-0.99,-0.1198117351,-0.8701882649,-1.0,76.0376529722,76.0376529722,-1.0,75.0376529722,301.7403765297,318.220406277,318.220406277,301.7403765297
-1.0,-0.1202445972,-0.8797554028,-1.0,76.951080563,76.951080563,-1.0,75.951080563,301.7595108056,318.5059033705,318.5059033705,301.7595108056
